property_name,society,bedRoom,bathroom,balcony,additionalRoom,facing,agePossession,sector,price in crore,SuperBuildUp_adjusted_area,adjusted_price_per_sqft,Others,Pooja Room,Servant Room,Store Room,Study Room,unavailable,floor,furnish_score,furnish_category,features_score,features_category,rating_sum
3 BHK Flat,Mapsko Casa Bella38 ,3.0,4.0,3+,unavailable,unavailable,under construction,Sector 82 Gurgaon,1.25,2156.0,5797.773654916512,0,0,0,0,0,1,8.0,-1.0,Unavailable,0.0,Minimal,24.5
2 BHK Flat,Unitech Uniworld Gardens 234 ,2.0,2.0,2,unavailable,North-East,new,Sector 47 Gurgaon,1.05,1424.2857142857144,7372.116349047141,0,0,0,0,0,1,3.0,34.5,Fancy,8.5,Minimal,25.0
2 BHK Flat,ILD Grand,2.0,2.0,3+,unavailable,unavailable,unknown,Sector 37C Gurgaon,0.66,1441.0000000000002,4580.152671755724,0,0,0,0,0,1,14.0,-1.0,Unavailable,0.0,Minimal,20.0
2 BHK Flat,M3M Capital,2.0,2.0,No,unavailable,unavailable,unknown,Sector 113 Gurgaon,1.83,1441.0000000000002,12699.514226231782,0,0,0,0,0,1,7.0,-1.0,Unavailable,0.0,Minimal,0.0
2 BHK Flat,Unitech Vistas,2.0,2.0,2,Others,unavailable,under construction,Sector 70 Gurgaon,0.53,1204.5,4400.16604400166,0,0,0,0,0,1,9.0,-1.0,Unavailable,7.0,Minimal,18.5
2 BHK Flat,Ramprastha The Edge Towers35 ,2.0,2.0,3,unavailable,North-East,new,Sector 37D Gurgaon,0.8,1971.4285714285716,4057.9710144927535,0,0,0,0,0,1,2.0,35.0,Fancy,22.0,Good,23.5
3 BHK Flat,Smart World Gems,3.0,2.0,No,unavailable,unavailable,unknown,Sector 89 Gurgaon,1.71,1565.3000000000002,10924.42343320769,0,0,0,0,0,1,3.0,28.0,Medium,0.0,Minimal,20.0
1 BHK Flat,Sapphire Eighty Three,1.0,1.0,No,unavailable,unavailable,unknown,Sector 83 Gurgaon,0.65,770.0000000000001,8441.55844155844,0,0,0,0,0,1,6.0,28.0,Medium,0.0,Minimal,20.0
3 BHK Flat,Pareena Coban Residences,3.0,3.0,No,unavailable,unavailable,unknown,Sector 99A Gurgaon,1.3,2196.7000000000003,5917.967860882231,0,0,1,0,0,0,16.0,-1.0,Unavailable,0.0,Minimal,20.0
3 BHK Flat,Sare Crescent Parc35 ,3.0,3.0,3+,unavailable,West,unknown,Sector 92 Gurgaon,0.82,1675.3000000000002,4894.645735092221,0,0,1,0,1,0,12.0,28.0,Medium,0.0,Minimal,25.0
3 BHK Flat,DLF The Grove,3.0,3.0,3,unavailable,East,unknown,Sector 54 Gurgaon,5.7,1520.2,37495.0664386265,0,0,0,0,1,0,1.0,28.0,Medium,0.0,Minimal,20.0
1 BHK Flat,Baani City Center,1.0,1.0,2,unavailable,unavailable,unknown,Sector 63 Gurgaon,0.88,1148.5714285714287,7661.691542288557,0,0,1,0,0,0,4.0,28.0,Medium,0.0,Minimal,0.0
4 BHK Flat,Indiabulls Enigma,4.0,4.0,3,unavailable,unavailable,newly built,Sector 110 Gurgaon,4.0,3685.0000000000005,10854.816824966078,0,0,0,0,0,1,17.0,-1.0,Unavailable,0.0,Minimal,20.0
3 BHK Flat,SS The Leaf38 ,3.0,4.0,3,Servant Room,North-East,new,Sector 85 Gurgaon,1.93,3440.0,5610.46511627907,0,0,1,1,0,0,7.0,36.0,Fancy,41.0,Luxury,23.5
4 BHK Flat,Smart World One DXP,4.0,4.0,3,"Study Room,Servant Room",South-East,under construction,Sector 113 Gurgaon,3.45,2860.0000000000005,12062.93706293706,0,0,1,0,0,0,11.0,40.5,Fancy,38.0,Premium,0.0
3 BHK Flat,Sukhshanti Apartment,3.0,3.0,3,Study Room,South,mid-age,Sector 56 Gurgaon,1.7,3142.857142857143,5409.090909090909,0,0,0,0,0,1,4.0,-1.0,Unavailable,13.5,Basic,20.0
3 BHK Flat,M3M Golfestate44 ,3.0,5.0,3+,Servant Room,West,new,Sector 65 Gurgaon,6.15,5491.428571428572,11199.27159209157,0,0,0,0,0,1,1.0,28.0,Medium,13.5,Basic,25.0
3 BHK Flat,Bestech Park View Residency39 ,3.0,3.0,3+,unavailable,North,old,Palam Vihar,1.4,1958.0000000000002,7150.153217568947,0,0,1,0,0,0,6.0,54.0,Fancy,28.0,Good,25.0
3 BHK Flat,SS Almeria,3.0,3.0,2,"Servant Room,Store Room",South-West,newly built,Sector 84 Gurgaon,1.48,2857.1428571428573,5180.0,0,0,0,0,0,1,1.0,56.5,Fancy,30.0,Premium,20.0
4 BHK Flat,JMD Gardens44 ,4.0,4.0,3+,Servant Room,South-East,old,Sector 33 Gurgaon,3.25,6182.857142857143,5256.469500924214,0,0,0,0,0,1,17.0,85.0,Fancy,30.0,Premium,25.0
3 BHK Flat,CGHS Agrim Apartment,3.0,2.0,3+,unavailable,South-East,old,Kanahi,1.49,2500.0,5960.0,0,0,0,0,0,1,1.0,36.0,Fancy,14.0,Basic,0.0
2 BHK Flat,Global Hill View,2.0,2.0,2,unavailable,South-East,new,Sector-11 sohna,0.3,1087.142857142857,2759.526938239159,0,0,0,0,1,0,16.0,-1.0,Unavailable,0.0,Minimal,0.0
3 BHK Flat,Ireo Victory Valley41 ,3.0,3.0,3,Servant Room,South-East,new,Sector 67 Gurgaon,3.49,3502.857142857143,9963.295269168026,0,0,0,0,0,1,19.0,-1.0,Unavailable,23.0,Good,24.5
2 BHK Flat,Emaar Digihomes,2.0,2.0,3,unavailable,unavailable,under construction,Sector 62 Gurgaon,2.15,2154.285714285714,9980.106100795756,0,0,1,0,0,0,31.0,-1.0,Unavailable,25.5,Good,20.0
2 BHK Flat,Godrej Nature Plus,2.0,2.0,3,unavailable,unavailable,under construction,Sector-33 Sohna,1.4,2142.857142857143,6533.333333333332,0,0,0,0,0,1,14.0,-1.0,Unavailable,18.5,Basic,0.0
3 BHK Flat,DLF Carlton Estate40 ,3.0,3.0,2,unavailable,South-West,mid-age,DLF Phase 5,2.0,1547.7,12922.400982102474,0,0,1,0,0,0,5.0,32.0,Fancy,19.0,Basic,23.5
3 BHK Flat,Smart World Orchard,3.0,3.0,2,Study Room,unavailable,under construction,Sector 61 Gurgaon,2.3,1793.0000000000002,12827.6631344116,0,1,0,0,1,0,2.0,-1.0,Unavailable,21.0,Good,0.0
2 BHK Flat,Signature Global Park40 ,2.0,1.0,3,unavailable,unavailable,under construction,Sohna,0.54,1064.2857142857144,5073.825503355704,0,1,0,1,1,0,1.0,28.0,Medium,19.5,Basic,25.0
4 BHK Flat,Railway Officers RPF Society,4.0,3.0,3,Servant Room,South-West,old,Sector 9A Gurgaon,1.25,2580.0,4844.961240310077,1,0,1,0,0,0,1.0,32.0,Fancy,8.5,Minimal,20.0
2 BHK Flat,Godrej Air,2.0,2.0,1,unavailable,East,under construction,Sector 85 Gurgaon,1.05,138.57142857142858,75773.19587628865,0,0,0,0,0,1,15.0,-1.0,Unavailable,13.0,Basic,19.5
3 BHK Flat,Emaar MGF Palm Hills40 ,3.0,4.0,3,Servant Room,West,new,Sector 77 Gurgaon,1.25,2071.4285714285716,6034.482758620689,0,0,1,0,0,0,1.0,37.0,Fancy,25.5,Good,24.0
1 BHK Flat,Maruti Vihar,1.0,1.0,1,"Pooja Room,Study Room",North,old,Sector 28 Gurgaon,1.0,1210.0,8264.462809917355,0,0,1,0,0,0,1.0,37.5,Fancy,20.0,Good,20.0
5 BHK Flat,Vasant Appartments,5.0,5.0,2,"Pooja Room,Study Room,Store Room",North-West,old,Sector 14 Gurgaon,1.7,3285.714285714286,5173.913043478261,0,0,0,0,0,1,2.0,50.0,Fancy,16.0,Basic,20.0
4 BHK Flat,Ansal Heights 86,4.0,6.0,2,"Servant Room,Others",East,newly built,Sector 86 Gurgaon,1.3,3064.6000000000004,4241.989166612282,0,0,1,0,0,0,11.0,-1.0,Unavailable,22.0,Good,19.0
3 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,3.0,3.0,3,unavailable,unavailable,new,Sector 102 Gurgaon,2.12,2645.714285714286,8012.9589632829375,0,0,0,0,0,1,9.0,34.0,Fancy,20.5,Good,25.0
3 BHK Flat,Puri The Aravallis,3.0,4.0,3+,Servant Room,South,under construction,Sector 61 Gurgaon,3.9,1784.2857142857144,21857.48598879103,0,0,0,0,0,1,33.0,-1.0,Unavailable,35.0,Premium,0.0
3 BHK Flat,The Close North40 ,3.0,3.0,3+,Servant Room,North,old,Nirvana Country,3.0,2865.5000000000005,10469.37707206421,0,0,0,0,1,0,14.0,45.5,Fancy,30.0,Premium,24.5
3 BHK Flat,Smart World Orchard,3.0,3.0,2,unavailable,North,under construction,Sector 61 Gurgaon,2.2,2212.857142857143,9941.897998708842,0,0,1,0,0,0,4.0,-1.0,Unavailable,35.5,Premium,0.0
3 BHK Flat,Emaar Gurgaon Greens41 ,3.0,3.0,3,Servant Room,North-West,new,Sector 102 Gurgaon,1.35,2357.1428571428573,5727.272727272727,0,0,1,0,0,0,5.0,33.0,Fancy,28.5,Good,25.0
3 BHK Flat,Godrej Nature Plus,3.0,2.0,2,unavailable,unavailable,under construction,Sector-33 Sohna,1.67,2387.1428571428573,6995.810891681627,0,0,0,0,0,1,18.0,-1.0,Unavailable,18.5,Basic,0.0
2 BHK Flat,Landmark The Residency,2.0,2.0,2,unavailable,South-West,new,Sector 103 Gurgaon,0.9,1485.0000000000002,6060.60606060606,0,0,0,0,0,1,1.0,28.0,Medium,11.5,Basic,20.0
4 BHK Flat,M3M Capital,4.0,4.0,3+,Study Room,East,under construction,Sector 113 Gurgaon,2.37,2942.857142857143,8053.398058252426,1,0,0,0,0,0,20.0,28.0,Medium,35.0,Premium,0.0
3 BHK Flat,Emaar Imperial Gardens38 ,3.0,3.0,3+,Servant Room,North,new,Sector 102 Gurgaon,1.98,2857.1428571428573,6929.999999999999,0,0,0,0,1,0,9.0,41.5,Fancy,18.0,Basic,23.0
4 BHK Flat,DLF Belvedere Towers38 ,4.0,4.0,3,Servant Room,North-West,old,DLF Phase 2,3.7,3000.0,12333.333333333334,0,0,1,0,0,0,18.0,52.5,Fancy,9.0,Minimal,24.0
4 BHK Flat,m3m crown,4.0,4.0,3+,unavailable,unavailable,under construction,Sector 111 Gurgaon,4.67,3928.571428571429,11887.272727272726,0,0,0,0,0,1,8.0,-1.0,Unavailable,0.0,Minimal,0.0
2 BHK Flat,Godrej 10140 ,2.0,2.0,3,unavailable,unavailable,newly built,Sector 79 Gurgaon,1.29,1729.2,7460.097154753643,0,0,1,1,0,0,4.0,-1.0,Unavailable,0.0,Minimal,24.5
3 BHK Flat,Central Park Resorts44 ,3.0,3.0,3+,Others,North-West,new,Sector 48 Gurgaon,3.65,2057.0,17744.287797763733,0,0,1,0,0,0,9.0,49.5,Fancy,34.5,Premium,25.0
3 BHK Flat,Sukhshanti Apartment,3.0,3.0,3,Study Room,South,mid-age,Sector 56 Gurgaon,1.7,3142.857142857143,5409.090909090909,0,0,0,0,0,1,4.0,-1.0,Unavailable,13.5,Basic,20.0
3 BHK Flat,M3M Golfestate44 ,3.0,5.0,3+,Servant Room,West,new,Sector 65 Gurgaon,6.15,5491.428571428572,11199.27159209157,0,0,0,0,0,1,1.0,28.0,Medium,13.5,Basic,25.0
3 BHK Flat,Bestech Park View Residency39 ,3.0,3.0,3+,unavailable,North,old,Palam Vihar,1.4,1958.0000000000002,7150.153217568947,0,0,0,0,0,1,6.0,54.0,Fancy,28.0,Good,25.0
3 BHK Flat,SS Almeria,3.0,3.0,2,"Servant Room,Store Room",South-West,newly built,Sector 84 Gurgaon,1.48,2857.1428571428573,5180.0,0,0,1,0,0,0,1.0,56.5,Fancy,30.0,Premium,20.0
3 BHK Flat,Ireo Victory Valley41 ,3.0,3.0,3,Servant Room,South-East,new,Sector 67 Gurgaon,3.49,3502.857142857143,9963.295269168026,0,0,0,0,0,1,19.0,-1.0,Unavailable,23.0,Good,24.5
2 BHK Flat,Emaar Digihomes,2.0,2.0,3,unavailable,unavailable,under construction,Sector 62 Gurgaon,2.15,2154.285714285714,9980.106100795756,0,0,1,0,0,0,31.0,-1.0,Unavailable,25.5,Good,20.0
3 BHK Flat,DLF Carlton Estate40 ,3.0,3.0,2,unavailable,South-West,mid-age,DLF Phase 5,2.0,1547.7,12922.400982102474,0,1,0,0,1,0,5.0,32.0,Fancy,19.0,Basic,23.5
2 BHK Flat,Signature Global Park40 ,2.0,1.0,3,unavailable,unavailable,under construction,Sohna,0.54,1064.2857142857144,5073.825503355704,0,1,0,1,1,0,1.0,28.0,Medium,19.5,Basic,25.0
4 BHK Flat,Railway Officers RPF Society,4.0,3.0,3,Servant Room,South-West,old,Sector 9A Gurgaon,1.25,2580.0,4844.961240310077,1,0,1,0,0,0,1.0,32.0,Fancy,8.5,Minimal,20.0
2 BHK Flat,Godrej Air,2.0,2.0,1,unavailable,East,under construction,Sector 85 Gurgaon,1.05,138.57142857142858,75773.19587628865,0,0,0,0,0,1,15.0,-1.0,Unavailable,13.0,Basic,19.5
3 BHK Flat,Emaar MGF Palm Hills40 ,3.0,4.0,3,Servant Room,West,new,Sector 77 Gurgaon,1.25,2071.4285714285716,6034.482758620689,0,0,1,0,0,0,1.0,37.0,Fancy,25.5,Good,24.0
1 BHK Flat,Maruti Vihar,1.0,1.0,1,"Pooja Room,Study Room",North,old,Sector 28 Gurgaon,1.0,1210.0,8264.462809917355,0,0,1,0,0,0,1.0,37.5,Fancy,20.0,Good,20.0
5 BHK Flat,Vasant Appartments,5.0,5.0,2,"Pooja Room,Study Room,Store Room",North-West,old,Sector 14 Gurgaon,1.7,3285.714285714286,5173.913043478261,0,0,0,0,0,1,2.0,50.0,Fancy,16.0,Basic,20.0
4 BHK Flat,Ansal Heights 86,4.0,6.0,2,"Servant Room,Others",East,newly built,Sector 86 Gurgaon,1.3,3064.6000000000004,4241.989166612282,0,0,1,0,0,0,11.0,-1.0,Unavailable,22.0,Good,19.0
3 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,3.0,3.0,3,unavailable,unavailable,new,Sector 102 Gurgaon,2.12,2645.714285714286,8012.9589632829375,0,0,1,0,0,0,9.0,34.0,Fancy,20.5,Good,25.0
3 BHK Flat,The Close North40 ,3.0,3.0,3+,Servant Room,North,old,Nirvana Country,3.0,2865.5000000000005,10469.37707206421,0,0,0,0,0,1,14.0,45.5,Fancy,30.0,Premium,24.5
3 BHK Flat,Emaar Gurgaon Greens41 ,3.0,3.0,3,Servant Room,North-West,new,Sector 102 Gurgaon,1.35,2357.1428571428573,5727.272727272727,0,0,0,0,0,1,5.0,33.0,Fancy,28.5,Good,25.0
2 BHK Flat,Landmark The Residency,2.0,2.0,2,unavailable,South-West,new,Sector 103 Gurgaon,0.9,1485.0000000000002,6060.60606060606,0,0,1,0,0,0,1.0,28.0,Medium,11.5,Basic,20.0
3 BHK Flat,Emaar Imperial Gardens38 ,3.0,3.0,3+,Servant Room,North,new,Sector 102 Gurgaon,1.98,2857.1428571428573,6929.999999999999,1,0,0,0,0,0,9.0,41.5,Fancy,18.0,Basic,23.0
4 BHK Flat,DLF Belvedere Towers38 ,4.0,4.0,3,Servant Room,North-West,old,DLF Phase 2,3.7,3000.0,12333.333333333334,0,0,1,0,1,0,18.0,52.5,Fancy,9.0,Minimal,24.0
2 BHK Flat,Godrej 10140 ,2.0,2.0,3,unavailable,unavailable,newly built,Sector 79 Gurgaon,1.29,1729.2,7460.097154753643,0,0,0,0,0,1,4.0,-1.0,Unavailable,0.0,Minimal,24.5
3 BHK Flat,Tulip Monsella,3.0,3.0,3+,unavailable,unavailable,under construction,Sector 53 Gurgaon,5.6,3181.2000000000003,17603.420093046647,0,0,0,0,1,0,1.0,39.0,Fancy,13.0,Basic,20.0
4 BHK Flat,Sare Crescent Parc Royal Greens Phase 1,4.0,4.0,3,Servant Room,East,new,Sector 92 Gurgaon,1.25,2357.3,5302.67679124422,0,0,0,0,0,1,20.0,-1.0,Unavailable,16.5,Basic,20.0
2 BHK Flat,AIPL Club Residences,2.0,2.0,3+,Others,North-West,new,Sector 70A Gurgaon,1.27,1862.857142857143,6817.484662576687,1,1,1,0,1,0,24.0,32.0,Fancy,26.5,Good,20.0
3 BHK Flat,Experion The Heartsong39 ,3.0,2.0,3+,"Study Room,Servant Room",unavailable,new,Sector 108 Gurgaon,1.36,2511.4285714285716,5415.244596131969,1,0,0,0,0,0,2.0,43.0,Fancy,17.5,Basic,25.0
3 BHK Flat,Signature Global City,3.0,3.0,3,unavailable,South-East,under construction,Sector 37D Gurgaon,1.0,1785.7142857142858,5600.0,0,0,1,0,0,0,4.0,34.0,Fancy,13.5,Basic,20.0
4 BHK Flat,Bestech Park View City41 ,4.0,5.0,3+,Study Room,unavailable,mid-age,Sector 48 Gurgaon,4.25,5008.3,8485.91338378292,0,0,0,0,0,1,14.0,39.5,Fancy,19.5,Basic,24.5
3 BHK Flat,Emaar Palm Gardens41 ,3.0,3.0,3+,unavailable,South,new,Sector 83 Gurgaon,1.8,2090.0,8612.440191387559,0,0,0,0,0,1,9.0,-1.0,Unavailable,0.0,Minimal,25.0
3 BHK Flat,CHD Avenue 7136 ,3.0,4.0,2,"Pooja Room,Study Room,Servant Room,Others",North-East,new,Sector 71 Gurgaon,1.25,1917.3000000000002,6519.584832837844,0,0,0,0,0,1,14.0,55.5,Fancy,33.0,Premium,25.0
2 BHK Flat,MVN Athens37 ,2.0,2.0,1,Others,South-East,new,Sohna,0.27,652.8571428571429,4135.667396061269,0,0,1,0,0,0,4.0,42.5,Fancy,9.5,Minimal,24.5
3 BHK Flat,Mahindra Luminare40 ,3.0,3.0,1,Servant Room,unavailable,under construction,Sector 59 Gurgaon,5.5,3327.5000000000005,16528.92561983471,0,0,1,0,1,0,26.0,37.0,Fancy,9.0,Minimal,25.0
3 BHK Flat,Raheja Navodaya36 ,3.0,3.0,3,unavailable,North-West,new,Sector 92 Gurgaon,0.85,2189.0,3883.051621745089,0,0,0,0,0,1,2.0,29.0,Medium,21.5,Good,25.0
2 BHK Flat,Godrej Nature Plus,2.0,2.0,2,unavailable,North-East,under construction,Sector-33 Sohna,1.07,1523.5000000000002,7023.301608139152,0,0,0,0,1,0,14.0,-1.0,Unavailable,19.5,Basic,0.0
1 BHK Flat,M3M Urbana,1.0,1.0,1,unavailable,South-West,new,Sector 67 Gurgaon,0.95,908.6,10455.646048866387,0,0,1,0,0,0,17.0,-1.0,Unavailable,13.5,Basic,19.5
2 BHK Flat,Experion The Heartsong39 ,2.0,3.0,3,Servant Room,South-West,new,Sector 108 Gurgaon,0.87,1832.857142857143,4746.687451286049,0,0,0,0,1,0,2.0,36.0,Fancy,28.5,Good,25.0
4 BHK Flat,Sobha City,4.0,5.0,3,"Study Room,Servant Room",North-East,newly built,Sector 108 Gurgaon,4.1,3348.571428571429,12244.027303754265,0,0,1,0,0,0,25.0,34.0,Fancy,26.5,Good,18.5
2 BHK Flat,Godrej Nature Plus,2.0,2.0,3+,unavailable,West,under construction,Sector-33 Sohna,1.27,1521.3000000000002,8348.123315585353,0,0,1,0,0,0,9.0,-1.0,Unavailable,12.0,Basic,0.0
2 BHK Flat,Smart World Orchard,2.0,2.0,2,Study Room,East,under construction,Sector 61 Gurgaon,1.47,1642.857142857143,8947.826086956522,0,0,1,0,0,0,4.0,31.0,Fancy,10.0,Basic,0.0
3 BHK Flat,Emaar MGF The Palm Drive41 ,3.0,4.0,3,Servant Room,East,new,Sector 66 Gurgaon,3.45,3142.857142857143,10977.272727272726,0,0,1,0,0,0,6.0,41.0,Fancy,25.5,Good,24.0
2 BHK Flat,Bestech Park View Residency39 ,2.0,2.0,3,Study Room,East,old,Palam Vihar,1.18,1721.5000000000002,6854.487365669474,0,0,0,0,0,1,5.0,32.5,Fancy,21.5,Good,25.0
3 BHK Flat,Bestech Park View Residency39 ,3.0,4.0,3+,Servant Room,East,old,Palam Vihar,1.55,2112.0,7339.015151515152,0,0,1,0,0,0,4.0,34.5,Fancy,24.0,Good,25.0
3 BHK Flat,M3M Merlin37 ,3.0,4.0,3,Servant Room,East,new,Sector 67 Gurgaon,3.39,3368.571428571429,10063.613231552163,0,1,1,0,0,0,14.0,38.0,Fancy,9.0,Minimal,25.0
3 BHK Flat,DLF The Skycourt,3.0,3.0,3+,Servant Room,North-West,new,Sector 86 Gurgaon,1.54,2755.714285714286,5588.3877656817,0,1,1,0,0,0,15.0,-1.0,Unavailable,41.0,Luxury,25.0
3 BHK Flat,Emaar Gurgaon Greens41 ,3.0,3.0,3,Servant Room,East,new,Sector 102 Gurgaon,1.42,2357.1428571428573,6024.242424242424,0,0,0,0,0,1,7.0,-1.0,Unavailable,32.0,Premium,25.0
3 BHK Flat,AFNHB Jalvayu Vihar37 ,3.0,3.0,2,unavailable,North-East,old,Sector 30 Gurgaon,1.3,2142.857142857143,6066.666666666666,0,0,0,0,0,1,2.0,-1.0,Unavailable,5.0,Minimal,24.0
3 BHK Flat,DLF Regency Park 240 ,3.0,3.0,2,Servant Room,West,old,DLF Phase 4,2.25,2538.571428571429,8863.252673044455,0,0,1,1,1,0,16.0,-1.0,Unavailable,18.0,Basic,25.0
3 BHK Flat,Ireo Victory Valley41 ,3.0,4.0,3,"Pooja Room,Servant Room",North-East,new,Sector 67 Gurgaon,3.5,3854.2857142857147,9080.800593031874,0,0,1,0,0,0,24.0,48.0,Fancy,34.0,Premium,24.5
4 BHK Flat,Ambience Creacions,4.0,6.0,3+,"Pooja Room,Servant Room",North-East,newly built,Sector 22 Gurgaon,4.8,3571.4285714285716,13440.0,0,0,0,0,0,1,10.0,39.5,Fancy,13.5,Basic,20.0
2 BHK Flat,Signature Global City 92,2.0,2.0,2,unavailable,unavailable,under construction,Sector 92 Gurgaon,0.78,1316.7,5923.9006607427655,0,0,0,0,0,1,2.0,32.0,Fancy,12.0,Basic,20.0
3 BHK Flat,The Khushboo Cooperative Housing Society Ltd39 ,3.0,3.0,2,unavailable,North-West,old,Sector 9A Gurgaon,0.88,2571.4285714285716,3422.222222222222,0,0,0,0,1,0,2.0,41.0,Fancy,7.5,Minimal,25.0
3 BHK Flat,Adani M2K Oyster Grande39 ,3.0,3.0,3,"Study Room,Servant Room,Store Room",North-East,new,Sector 102 Gurgaon,2.6,2857.8,9097.907481279306,0,0,0,0,0,1,2.0,35.0,Fancy,27.0,Good,24.0
4 BHK Flat,DLF Belvedere Towers38 ,4.0,4.0,3,Servant Room,South-East,old,DLF Phase 2,3.4,3528.571428571429,9635.627530364372,0,0,0,0,1,0,1.0,-1.0,Unavailable,9.0,Minimal,24.0
3 BHK Flat,Sobha City,3.0,4.0,2,unavailable,East,newly built,Sector 108 Gurgaon,2.9,2203.3,13162.07506921436,0,0,1,0,0,0,8.0,-1.0,Unavailable,25.5,Good,18.5
2 BHK Flat,Raheja Vedaanta36 ,2.0,2.0,2,unavailable,South,mid-age,Sector 108 Gurgaon,0.7,1655.5000000000002,4228.329809725158,0,0,1,1,0,0,12.0,28.0,Medium,20.5,Good,25.0
3 BHK Flat,DLF The Skycourt,3.0,3.0,3+,Study Room,West,new,Sector 86 Gurgaon,1.5,2755.714285714286,5443.234836702954,0,0,1,0,0,0,18.0,-1.0,Unavailable,41.0,Luxury,25.0
3 BHK Flat,Suncity Vatsal Valley,3.0,3.0,3,unavailable,North,new,Gwal Pahari,1.28,1914.2857142857144,6686.567164179104,0,0,1,0,0,0,1.0,55.0,Fancy,15.0,Basic,0.0
3 BHK Flat,M3M Capital,3.0,3.0,3+,Study Room,North-West,under construction,Sector 113 Gurgaon,2.51,1864.5000000000002,13462.054170018768,0,0,1,0,0,0,2.0,-1.0,Unavailable,13.5,Basic,0.0
4 BHK Flat,DLF City Plots Phase 3,4.0,5.0,3+,Servant Room,North-East,newly built,DLF Phase 3,6.5,5000.0,13000.0,0,1,1,1,1,0,3.0,50.0,Fancy,11.5,Basic,20.0
3 BHK Flat,Unitech Heritage City,3.0,3.0,1,"Store Room,Servant Room",unavailable,old,Heritage City,3.63,3571.4285714285716,10164.0,0,1,1,0,0,0,11.0,-1.0,Unavailable,16.5,Basic,20.0
3 BHK Flat,Bestech Altura,3.0,3.0,3,Servant Room,unavailable,under construction,Sector 79 Gurgaon,1.85,3071.4285714285716,6023.2558139534885,0,0,0,0,0,1,7.0,34.0,Fancy,15.0,Basic,20.0
4 BHK Flat,Indiabulls Centrum Park37 ,4.0,6.0,3,Servant Room,unavailable,new,Sector 103 Gurgaon,2.45,3162.5000000000005,7747.035573122528,0,0,0,0,0,1,5.0,-1.0,Unavailable,11.5,Basic,25.0
3 BHK Flat,Orris Aster Court Premier,3.0,4.0,2,Servant Room,North-East,new,Sector 85 Gurgaon,1.38,2332.0,5917.667238421955,0,0,1,1,0,0,6.0,-1.0,Unavailable,19.5,Basic,19.5
4 BHK Flat,Paras Quartier,4.0,4.0,3+,"Pooja Room,Study Room,Servant Room,Store Room",East,newly built,Gwal Pahari,5.9,5885.000000000001,10025.488530161425,0,0,0,0,1,0,19.0,42.0,Fancy,38.5,Premium,0.0
4 BHK Flat,Mapsko Casa Bella38 ,4.0,6.0,3+,"Pooja Room,Servant Room",West,new,Sector 82 Gurgaon,3.0,5379.0,5577.244841048522,0,0,1,0,0,0,25.0,73.0,Fancy,32.0,Premium,24.5
4 BHK Flat,Samadhan Shri Kamal CGHS,4.0,4.0,3+,unavailable,unavailable,mid-age,Sector 1 Gurgaon,2.01,2514.285714285714,7994.31818181818,0,0,1,0,0,0,10.0,39.0,Fancy,0.0,Minimal,0.0
4 BHK Flat,Navjyoti Apartment,4.0,4.0,3+,unavailable,North,old,Sector 38 Gurgaon,2.1,2512.857142857143,8357.021034678794,0,0,0,0,0,1,10.0,49.5,Fancy,7.0,Minimal,20.0
3 BHK Flat,Ambience Lagoon39 ,3.0,4.0,3+,"Servant Room,Store Room",East,old,DLF Phase 3,4.25,4571.428571428572,9296.875,0,0,1,0,0,0,3.0,40.0,Fancy,29.0,Good,25.0
3 BHK Flat,Orchid Petals41 ,3.0,4.0,3,Study Room,East,new,Sector 49 Gurgaon,2.55,2957.1428571428573,8623.1884057971,0,0,1,0,0,0,8.0,40.0,Fancy,13.5,Basic,24.5
4 BHK Flat,Friends Apartment,4.0,3.0,3,Servant Room,North,mid-age,Sector 52 Gurgaon,2.0,3357.1428571428573,5957.446808510638,0,0,0,0,0,1,5.0,44.5,Fancy,21.5,Good,20.0
3 BHK Flat,The Close South39 ,3.0,4.0,3+,Servant Room,South-East,old,Nirvana Country,3.25,3624.2857142857147,8967.284193929838,0,0,0,0,0,1,4.0,55.0,Fancy,33.0,Premium,23.5
3 BHK Flat,Hero Homes,3.0,3.0,3,unavailable,unavailable,newly built,Dwarka Expressway Gurgaon,1.6,1857.9,8611.873620754615,0,0,0,1,0,0,1.0,30.0,Fancy,13.5,Basic,0.0
3 BHK Flat,Bestech Park View Residency39 ,3.0,4.0,3+,Servant Room,North-East,mid-age,Palam Vihar,1.5,2112.0,7102.272727272727,0,0,1,0,0,0,10.0,-1.0,Unavailable,24.0,Good,25.0
3 BHK Flat,Sobha City,3.0,3.0,2,Servant Room,North-East,newly built,Sector 108 Gurgaon,3.75,2577.3,14550.110580840414,0,0,0,0,0,1,16.0,28.0,Medium,18.5,Basic,18.5
2 BHK Flat,Bestech Park View Residency39 ,2.0,2.0,3,unavailable,North-East,old,Palam Vihar,0.95,2022.857142857143,4696.327683615819,0,0,1,0,0,0,10.0,37.5,Fancy,23.5,Good,25.0
4 BHK Flat,CGHS Rail Vihar40 ,4.0,3.0,3,unavailable,East,old,Sector 15 Gurgaon,1.4,1857.1428571428573,7538.461538461538,0,0,0,0,1,0,3.0,40.5,Fancy,20.5,Good,25.0
